chromosome	start	end	length	SV
Chr1	14499595	14499871	276	DUP
Chr1	14499997	14502912	2915	DUP
Chr1	14500216	14501277	1061	TL
Chr1	14500982	14502148	1166	DUP
Chr1	14501429	14504292	2863	DUP
Chr1	14501429	15074096	572667	INV
Chr1	14505237	14507555	2318	DUP
Chr1	14511709	14512221	512	DUP
Chr1	14582196	14585318	3122	DUP
Chr1	14583244	14585471	2227	DUP
Chr1	14590168	14598729	8561	DUP
Chr1	14596790	14597594	804	DUP
Chr1	14610670	14611169	499	DUP
Chr1	14663759	14664772	1013	DUP
Chr1	14664773	14669271	4498	DUP
Chr1	14750970	14751470	500	DUP
Chr1	14806223	14806899	676	DUP
Chr1	14807601	14814137	6536	DUP
Chr1	14808254	14808527	273	DUP
Chr1	14815551	14815881	330	DUP
Chr1	14816074	14816617	543	DUP
Chr1	14824102	14825119	1017	DUP
Chr1	14834661	14835314	653	DUP
Chr1	14839448	14839868	420	DUP
Chr1	14853177	14855075	1898	DUP
Chr1	14854226	14855091	865	DUP
Chr1	14867709	14874994	7285	DUP
Chr1	14891953	14897104	5151	DUP
Chr1	15038150	15041602	3452	DUP
Chr1	15039523	15042088	2565	DUP
Chr1	15042577	15044879	2302	DUP
Chr1	15049395	15050059	664	DUP
Chr1	15061485	15063669	2184	DUP
Chr1	15065892	15069888	3996	DUP
Chr1	15070499	15074110	3611	DUP
Chr1	15074170	15074737	567	TL
Chr1	15074740	15076081	1341	DUP
Chr1	15076082	15076791	709	TL
Chr1	15076779	15077864	1085	DUP
Chr1	15086045	15086545	500	TL
Chr1	15086546	15087047	501	DUP
Chr1	15086546	15087048	502	TL
Chr1	15087046	15087581	535	DUP
Chr1	15088003	15089671	1668	DUP
Chr1	15088081	15090006	1925	DUP
Chr1	15089060	15089414	354	DUP
Chr1	15089736	15090503	767	DUP
Chr1	15090446	15090891	445	DUP
Chr1	15090700	15090992	292	DUP
Chr1	15090989	15092084	1095	DUP
Chr1	15091474	15093456	1982	DUP
Chr1	15093373	15096942	3569	TL
Chr1	15095297	15097002	1705	DUP
Chr1	15096897	15098683	1786	TL
Chr1	15097036	15098741	1705	DUP
Chr1	15098618	15100687	2069	DUP
Chr1	15099036	15102076	3040	DUP
Chr1	15102293	15105319	3026	DUP
Chr1	15104774	15106934	2160	DUP
Chr1	15106586	15107035	449	DUP
Chr1	15107037	15108000	963	DUP
Chr1	15107982	15108657	675	DUP
Chr1	15108475	15109314	839	DUP
Chr1	15109132	15110175	1043	DUP
Chr1	15110175	15110824	649	DUP
Chr1	15110480	15114001	3521	DUP
Chr1	15113990	15114764	774	DUP
Chr1	15113992	15114348	356	DUP
Chr1	15114420	15123193	8773	DUP
Chr1	15118211	15120037	1826	DUP
Chr1	15120456	15123985	3529	DUP
Chr1	15120456	15127131	6675	DUP
Chr1	15124404	15127923	3519	DUP
Chr1	15127912	15128686	774	DUP
Chr1	15127986	15129276	1290	DUP
Chr1	15131068	15131862	794	DUP
Chr1	15131851	15132625	774	DUP
Chr1	15132281	15134819	2538	DUP
Chr1	15132901	15135008	2107	DUP
Chr1	15135005	15136153	1148	DUP
Chr1	15135770	15137142	1372	DUP
Chr1	15136897	15149777	12880	TL
Chr1	15137988	15138834	846	DUP
Chr1	15137988	15138834	846	DUP
Chr1	15138868	15143316	4448	DUP
Chr1	15139017	15145287	6270	DUP
Chr1	15142873	15143208	335	DUP
Chr1	15143317	15144462	1145	DUP
Chr1	15143317	15145287	1970	DUP
Chr1	15143372	15143769	397	DUP
Chr1	15143379	15146265	2886	DUP
Chr1	15143423	15145791	2368	DUP
Chr1	15143446	15145287	1841	DUP
Chr1	15148527	15149776	1249	DUP
Chr1	15149777	15156830	7053	TL
Chr1	14565985	14566057	72	INS
Chr1	15149778	15158835	9057	DUP
Chr1	15158835	15160782	1947	DUP
Chr1	15159534	15160555	1021	DUP
Chr1	15159534	15160837	1303	DUP
Chr1	15161227	15166557	5330	TL
Chr1	15166588	15167811	1223	DUP
Chr1	15167672	15168065	393	DUP
Chr1	15167981	15169385	1404	DUP
Chr1	15169517	15169994	477	DUP
Chr1	15169993	15172774	2781	DUP
Chr1	15171927	15174790	2863	TL
Chr1	15173943	15176786	2843	DUP
Chr1	15175650	15177133	1483	DUP
Chr1	15177122	15177936	814	DUP
Chr1	15177646	15178941	1295	DUP
Chr1	15178944	15192976	14032	DUP
Chr1	15182170	15182355	185	DUP
Chr1	15189767	15193047	3280	TL
Chr1	15193074	15195063	1989	DUP
Chr1	15194771	15196432	1661	DUP
Chr1	15196880	15197739	859	DUP
Chr1	15197415	15198241	826	DUP
Chr1	15197854	15198927	1073	DUP
Chr1	15199381	15199707	326	DUP
Chr1	15201458	15203455	1997	DUP
Chr1	15203735	15204555	820	DUP
Chr1	15204186	15204833	647	DUP
Chr1	15204715	15206081	1366	DUP
Chr1	15206068	15207199	1131	DUP
Chr1	15206805	15207559	754	DUP
Chr1	15209312	15215965	6653	DUP
Chr1	15215966	15223873	7907	TL
Chr1	15221429	15221674	245	DUP
Chr1	15224791	15225486	695	DUP
Chr1	15225505	15226259	754	DUP
Chr1	15226257	15227528	1271	DUP
Chr1	15226257	15228245	1988	DUP
Chr1	15227896	15230412	2516	DUP
Chr1	15230075	15232596	2521	DUP
Chr1	15232693	15233232	539	DUP
Chr1	15232859	15233340	481	DUP
Chr1	15233325	15234668	1343	DUP
Chr1	15234298	15237364	3066	DUP
Chr1	15237299	15238566	1267	DUP
Chr1	15238082	15240542	2460	DUP
Chr1	15238570	15240542	1972	DUP
Chr1	15239265	15240542	1277	DUP
Chr1	15240543	15241456	913	DUP
Chr1	15241112	15244317	3205	DUP
Chr1	15243898	15244711	813	TL
Chr1	15244712	15245110	398	DUP
Chr1	15244712	15246569	1857	DUP
Chr1	15245465	15247010	1545	DUP
Chr1	15245835	15246060	225	DUP
Chr1	15245860	15248075	2215	DUP
Chr1	15247622	15247826	204	DUP
Chr1	15248024	15248458	434	DUP
Chr1	15248216	15248897	681	DUP
Chr1	15248528	15253732	5204	TL
Chr1	15251993	15253728	1735	DUP
Chr1	15253944	15254213	269	DUP
Chr1	15253944	15254213	269	DUP
Chr1	15253944	15254213	269	DUP
Chr1	15254239	15255362	1123	TL
Chr1	15254410	15257502	3092	DUP
Chr1	15256604	15259703	3099	DUP
Chr1	15259395	15260088	693	DUP
Chr1	15259961	15260556	595	DUP
Chr1	15260031	15260865	834	DUP
Chr1	15263866	15266133	2267	DUP
Chr1	15266137	15266606	469	DUP
Chr1	15267734	15268142	408	DUP
Chr1	15268024	15268391	367	DUP
Chr1	15268309	15274616	6307	DUP
Chr1	15269109	15270366	1257	DUP
Chr1	15272569	15279710	7141	TL
Chr1	15277834	15280423	2589	DUP
Chr1	15277836	15278198	362	DUP
Chr1	15280785	15285431	4646	DUP
Chr1	15289511	15290916	1405	DUP
Chr1	15290896	15291712	816	DUP
Chr1	15291624	15292170	546	DUP
Chr1	15292174	15293697	1523	DUP
Chr1	15294214	15296498	2284	DUP
Chr1	15296696	15298563	1867	DUP
Chr1	15296832	15299758	2926	TL
Chr1	15298563	15300270	1707	DUP
Chr1	15301147	15303690	2543	DUP
Chr1	15308042	15308623	581	DUP
Chr1	15308302	15308725	423	DUP
Chr1	15308835	15309331	496	DUP
Chr1	15309184	15309979	795	DUP
Chr1	15310241	15311198	957	DUP
Chr1	15312021	15313131	1110	DUP
Chr1	15317425	15317624	199	DEL
Chr1	15313724	15316777	3053	DUP
Chr1	15320947	15321642	695	DUP
Chr1	15321661	15322415	754	DUP
Chr1	15322415	15322716	301	DUP
Chr1	15322430	15324163	1733	DUP
Chr1	15323729	15325224	1495	DUP
Chr1	15325019	15326279	1260	DUP
Chr1	15326211	15326658	447	DUP
Chr1	15326906	15335732	8826	TL
Chr1	15326915	15329823	2908	DUP
Chr1	15329805	15330461	656	DUP
Chr1	15334477	15337661	3184	DUP
Chr1	15337662	15338575	913	DUP
Chr1	15338231	15341436	3205	DUP
Chr1	15341012	15341831	819	DUP
Chr1	15341832	15342577	745	DUP
Chr1	15342584	15344129	1545	DUP
Chr1	15342979	15345194	2215	DUP
Chr1	15345143	15345577	434	DUP
Chr1	15345386	15345854	468	DUP
Chr1	15346528	15347799	1271	DUP
Chr1	15347104	15348369	1265	DUP
Chr1	15348301	15348735	434	DUP
Chr1	15348493	15349174	681	DUP
Chr1	15348746	15350013	1267	DUP
Chr1	15349631	15355599	5968	TL
Chr1	15349671	15351829	2158	DUP
Chr1	15352041	15352310	269	DUP
Chr1	15354701	15357800	3099	DUP
Chr1	15357492	15358185	693	DUP
Chr1	15358128	15358962	834	DUP
Chr1	15358846	15359613	767	TL
Chr1	15359325	15362955	3630	TL
Chr1	15361963	15364230	2267	DUP
Chr1	15365369	15365817	448	DUP
Chr1	15365831	15366239	408	DUP
Chr1	15366121	15366488	367	DUP
Chr1	15366406	15368463	2057	DUP
Chr1	15368461	15369658	1197	DUP
Chr1	15369458	15370454	996	DUP
Chr1	15370666	15377097	6431	DUP
Chr1	15375931	15378527	2596	DUP
Chr1	15378889	15383535	4646	DUP
Chr1	15387615	15389020	1405	DUP
Chr1	15389000	15389815	815	DUP
Chr1	15389835	15390273	438	DUP
Chr1	15390277	15391800	1523	DUP
Chr1	15391832	15393518	1686	DUP
Chr1	15393763	15394797	1034	DUP
Chr1	15394936	15396849	1913	TL
Chr1	15395433	15396127	694	DUP
Chr1	15396645	15398352	1707	DUP
Chr1	15399226	15401192	1966	DUP
Chr1	15401192	15401772	580	DUP
Chr1	15406917	15407413	496	DUP
Chr1	15407266	15408061	795	DUP
Chr1	15408323	15409280	957	DUP
Chr1	15408844	15410105	1261	DUP
Chr1	15410103	15411044	941	DUP
Chr1	15411105	15411904	799	DUP
Chr1	15411903	15412725	822	DUP
Chr1	15412723	15413160	437	DUP
Chr1	15413049	15415005	1956	DUP
Chr1	15415818	15418821	3003	DUP
Chr1	15418817	15419191	374	DUP
Chr1	15419192	15420296	1104	DUP
Chr1	15420296	15420826	530	TL
Chr1	15421855	15422083	228	DUP
Chr1	15422643	15423281	638	DUP
Chr1	15422643	15423281	638	DUP
Chr1	15422643	15423710	1067	DUP
Chr1	15422720	15423279	559	DUP
Chr1	15423711	15424509	798	DUP
Chr1	15425459	15426176	717	TL
Chr1	15426193	15427788	1595	TL
Chr1	15429338	15429550	212	TL
Chr1	15431809	15432106	297	DUP
Chr1	15432400	15433008	608	DUP
Chr1	15441603	15442751	1148	DUP
Chr1	15445239	15450462	5223	DUP
Chr1	15446637	15450720	4083	DUP
Chr1	15452558	15452734	176	DUP
Chr1	15452767	15453454	687	TL
Chr1	15453515	15453944	429	DUP
Chr1	15453951	15454303	352	TL
Chr1	15455841	15462756	6915	DUP
Chr1	15462781	15469695	6914	DUP
Chr1	15469467	15469748	281	DUP
Chr1	15469720	15476635	6915	DUP
Chr1	15476660	15483743	7083	TL
Chr1	15483290	15485176	1886	DUP
Chr1	15483290	15486507	3217	TL
Chr1	15483719	15485159	1440	TL
Chr1	15484830	15486507	1677	DUP
Chr1	15486514	15487952	1438	TL
Chr1	15486514	15488787	2273	DUP
Chr1	15488053	15491849	3796	DUP
Chr1	15491849	15492106	257	DUP
Chr1	15492103	15493542	1439	DUP
Chr1	15492870	15495285	2415	DUP
Chr1	15492870	15498674	5804	TL
Chr1	15495123	15497466	2343	DUP
Chr1	15495279	15502777	7498	DUP
Chr1	15500198	15502777	2579	DUP
Chr1	15500246	15502777	2531	DUP
Chr1	15310131	15310209	78	INS
Chr1	15317737	15318258	521	INS
Chr1	15514584	15514991	407	DUP
Chr1	15514815	15517569	2754	DUP
Chr1	15518888	15519204	316	DUP
Chr1	15525405	15529318	3913	DUP
Chr1	15525405	15530075	4670	DUP
Chr1	15525761	15530075	4314	DUP
Chr1	15530074	15530425	351	DUP
Chr1	15530768	15532910	2142	DUP
Chr1	15611386	15611446	60	INS
Chr1	15552357	15554136	1779	DUP
Chr1	15554140	15557263	3123	TL
Chr1	15555093	15557524	2431	DUP
Chr1	15557532	15557904	372	DUP
Chr1	15557532	15559659	2127	DUP
Chr1	15559663	15561951	2288	DUP
Chr1	15561952	15564055	2103	DUP
Chr1	15563627	15567091	3464	TL
Chr1	15565717	15566290	573	DUP
Chr1	15565920	15567097	1177	TL
Chr1	15567549	15568759	1210	DUP
Chr1	15568003	15568620	617	DUP
Chr1	15578307	15579124	817	TL
Chr1	15579814	15579865	51	DEL
Chr1	15641543	15641618	75	INS
Chr1	15591506	15593975	2469	TL
Chr1	15594099	15595078	979	TL
Chr1	15595316	15596132	816	DUP
Chr1	15596131	15596478	347	TL
Chr1	15596512	15598833	2321	DUP
Chr1	15596512	15598835	2323	DUP
Chr1	15598094	15598835	741	DUP
Chr1	15610552	15612449	1897	DUP
Chr1	15672687	15672780	93	INS
Chr1	15695083	15695418	335	INS
Chr1	15616943	15617749	806	DUP
Chr1	15639275	15639886	611	DUP
Chr1	15651110	15654373	3263	DUP
Chr1	15654373	15656203	1830	TL
Chr1	15658202	15661153	2951	DUP
Chr1	15662679	15674411	11732	DUP
Chr1	15663427	15663717	290	DUP
Chr1	15665579	15671160	5581	DUP
Chr1	15674643	15674933	290	DUP
Chr1	15676258	15677543	1285	DUP
Chr1	15677558	15680586	3028	DUP
Chr1	15680583	15681509	926	DUP
Chr1	15682192	15683419	1227	DUP
Chr1	15683427	15683790	363	TL
Chr1	15684912	15685118	206	DUP
Chr1	15685215	15685386	171	DUP
Chr1	15685410	15685548	138	DUP
Chr1	15688414	15689270	856	DUP
Chr1	15689937	15690800	863	DUP
Chr1	15692932	15694114	1182	DUP
Chr1	15695929	15696378	449	TL
Chr1	15696932	15697765	833	DUP
Chr1	15699976	15701631	1655	DUP
Chr1	15699976	15701631	1655	DUP
Chr1	15700103	15701639	1536	DUP
Chr1	15701303	15701636	333	TL
Chr1	15702722	15703959	1237	TL
Chr1	15704252	15705334	1082	DUP
Chr1	15705402	15707454	2052	DUP
Chr1	15705578	15709438	3860	DUP
Chr1	15710172	15712804	2632	DUP
Chr1	15712012	15714207	2195	TL
Chr1	15715040	15716610	1570	TL
Chr1	15718171	15718921	750	DUP
Chr1	15722427	15724267	1840	DUP
Chr1	15723789	15724573	784	DUP
Chr1	15725203	15727515	2312	DUP
Chr1	15726663	15727764	1101	DUP
Chr1	15727879	15728576	697	DUP
Chr1	15728588	15729042	454	DUP
Chr1	15729980	15730583	603	DUP
Chr1	15735668	15736306	638	DUP
Chr1	15736302	15737690	1388	DUP
Chr1	15736888	15738670	1782	DUP
Chr1	15738525	15740157	1632	DUP
Chr1	15739690	15741881	2191	DUP
Chr1	15741185	15742393	1208	DUP
Chr1	15750259	15751435	1176	DUP
Chr1	15753213	15754102	889	DUP
Chr1	15754002	15755179	1177	DUP
Chr1	15757558	15757851	293	DUP
Chr1	15758302	15759278	976	DUP
Chr1	15762727	15763348	621	DUP
Chr1	15763347	15765908	2561	DUP
Chr1	15765908	15766974	1066	DUP
Chr1	15772699	15774848	2149	DUP
Chr1	15773230	15792530	19300	DUP
Chr1	15802287	15804539	2252	DUP
Chr1	15804793	15807460	2667	DUP
Chr1	15818617	15819042	425	DEL
Chr1	15820261	15821123	862	TL
Chr1	15821411	15822826	1415	DUP
Chr1	15822846	15824859	2013	DUP
Chr1	15822847	15833356	10509	TL
Chr1	15826958	15835281	8323	DUP
Chr1	15827372	15832400	5028	DUP
Chr1	15835106	15837168	2062	TL
Chr1	15838264	15847516	9252	TL
Chr1	15847599	15848035	436	DUP
Chr1	15848392	15849011	619	DUP
Chr1	15852915	15854120	1205	DUP
Chr1	15857504	15863739	6235	DUP
Chr1	15867718	15870820	3102	DUP
Chr1	15870703	15872288	1585	DUP
Chr1	15875745	15878547	2802	DUP
Chr1	15879275	15880071	796	DUP
Chr1	15908340	15908586	246	DEL
Chr1	15968767	15968847	80	DEL
Chr1	15971788	15971856	68	DEL
Chr1	15940913	15941178	265	DUP
Chr1	15955043	15955548	505	DUP
Chr1	15988830	15990556	1726	DUP
Chr1	15996428	15999447	3019	DUP
Chr1	15998657	16000625	1968	DUP
Chr1	16002728	16003663	935	TL
Chr1	16003948	16004279	331	DUP
Chr1	16004975	16005842	867	DUP
Chr1	16005946	16007727	1781	DUP
Chr1	16012636	16013227	591	DUP
Chr1	16013226	16017422	4196	DUP
Chr1	16013398	16019045	5647	DUP
Chr1	16014351	16017422	3071	DUP
Chr1	16018048	16019694	1646	DUP
Chr1	16023310	16025400	2090	DUP
Chr1	16026946	16030497	3551	DUP
Chr1	16038533	16038898	365	DUP
Chr1	16041762	16042068	306	DUP
Chr1	16042129	16042811	682	DUP
Chr1	16043073	16043307	234	DUP
Chr1	16043484	16044624	1140	DUP
Chr1	16044357	16045081	724	DUP
Chr1	16045340	16046183	843	DUP
Chr1	16045497	16047691	2194	DUP
Chr1	16046119	16046694	575	DUP
Chr1	16047688	16051714	4026	DUP
Chr1	16055755	16058562	2807	DUP
Chr1	16058596	16059171	575	DUP
Chr1	15929075	15929578	503	INS
Chr1	16070129	16074321	4192	DUP
Chr1	16070137	16074320	4183	TL
Chr1	16080536	16087960	7424	DUP
Chr1	16094142	16095799	1657	DUP
Chr1	16094730	16097495	2765	DUP
Chr1	16096767	16099422	2655	DUP
Chr1	16099739	16104812	5073	DUP
Chr1	16103016	16103656	640	TL
Chr1	16110740	16112323	1583	DUP
Chr1	15973473	15973633	160	INS
Chr1	16159402	16161452	2050	DUP
Chr1	16169550	16169626	76	DEL
Chr1	16036716	16036870	154	INS
Chr1	16185640	16188972	3332	DUP
Chr1	16188970	16189947	977	DUP
Chr1	16189999	16191048	1049	DUP
Chr1	16191091	16196432	5341	DUP
Chr1	16196428	16198716	2288	DUP
Chr1	16053321	16053383	62	INS
Chr1	16213794	16219677	5883	DUP
Chr1	16217118	16223000	5882	DUP
Chr1	16223783	16227776	3993	DUP
Chr1	16236834	16237388	554	DUP
Chr1	16270086	16270713	627	DEL
Chr1	16282400	16291044	8644	DUP
Chr1	16292820	16303818	10998	TL
Chr1	16325447	16327307	1860	TL
Chr1	16329816	16334990	5174	DUP
Chr1	16234498	16237184	2686	INS
Chr1	16413337	16414130	793	TL
Chr1	16414129	16414909	780	TL
Chr1	16414911	16416151	1240	DUP
Chr1	16417275	16417522	247	DUP
Chr1	16417786	16418053	267	DUP
Chr1	16274909	16275110	201	INS
Chr1	16455237	16460137	4900	DUP
Chr1	16476346	16476943	597	TL
Chr1	16507263	16508482	1219	DUP
Chr1	16509814	16519088	9274	DUP
Chr1	16509815	16513072	3257	DUP
Chr1	16509815	16520493	10678	DUP
Chr1	16510044	16518895	8851	DUP
Chr1	16510153	16511396	1243	DUP
Chr1	16518908	16527815	8907	DUP
Chr1	16519141	16520494	1353	DUP
Chr1	16345763	16346121	358	INS
Chr1	16562946	16563169	223	DEL
Chr1	16570507	16574312	3805	DUP
Chr1	16584101	16585698	1597	DUP
Chr1	16584101	16585714	1613	DUP
Chr1	16586462	16589507	3045	DUP
Chr1	16590743	16593135	2392	DUP
Chr1	16592575	16593332	757	DEL
Chr1	16596167	16597019	852	DUP
Chr1	16610193	16611575	1382	DUP
Chr1	16613355	16613937	582	DUP
Chr1	16624577	16625818	1241	DUP
Chr1	16433409	16433577	168	INS
Chr1	16674507	16674567	60	DEL
Chr1	16630466	16632982	2516	DUP
Chr1	16636717	16637169	452	DUP
Chr1	16690110	16699069	8959	DUP
Chr1	16701425	16701958	533	DUP
Chr1	16701562	16701971	409	DUP
Chr1	16724236	16726202	1966	DUP
Chr1	16737973	16738214	241	DUP
Chr1	16742479	16751122	8643	DUP
Chr1	16806151	16806983	832	DUP
Chr1	16806998	16807837	839	DUP
Chr1	16824518	16826370	1852	DUP
Chr1	16825388	16826478	1090	DUP
Chr1	16826373	16827605	1232	DUP
Chr1	16858637	16859177	540	DUP
Chr1	16870175	16870964	789	TL
Chr1	16723076	16723811	735	INS
Chr1	16930011	16930239	228	DUP
Chr1	16937970	16938668	698	DUP
Chr1	16937972	16938310	338	DUP
Chr1	16942841	16945541	2700	DUP
Chr1	16945374	16962196	16822	TL
Chr1	16744107	16744157	50	INS
Chr1	16761892	16762378	486	INS
Chr1	16987734	16989338	1604	DUP
Chr1	16988605	16989721	1116	TL
Chr1	16989718	16989951	233	DUP
Chr1	16994249	16994605	356	DUP
Chr1	16997487	16998332	845	DUP
Chr1	16997630	16998391	761	TL
Chr1	16998398	16998805	407	TL
Chr1	17012568	17013246	678	TL
Chr1	17017494	17018522	1028	DUP
Chr1	17035057	17036731	1674	TL
Chr1	17035062	17050019	14957	DUP
Chr1	17090928	17091652	724	DUP
Chr1	17115948	17116362	414	DUP
Chr1	16971910	16972014	104	INS
Chr1	16974330	16974500	170	INS
Chr1	17186920	17187283	363	DUP
Chr1	17213674	17213769	95	DEL
Chr1	17246203	17246266	63	DEL
Chr1	17086053	17086110	57	INS
Chr1	17106330	17106396	66	INS
Chr1	17329155	17329252	97	DEL
Chr1	17342057	17342347	290	DEL
Chr1	17203926	17206320	2394	DUP
Chr1	17234832	17235257	425	DUP
Chr1	17267094	17268171	1077	DUP
Chr1	17369003	17369793	790	DUP
Chr1	17379085	17379254	169	DEL
Chr1	17396117	17396710	593	DUP
Chr1	17491507	17491558	51	DEL
Chr1	17477609	17478578	969	DUP
Chr1	17528667	17536138	7471	DUP
Chr1	17528667	17536139	7472	TL
Chr1	17532285	17532357	72	DEL
Chr1	17554107	17554171	64	DEL
Chr1	17552171	17552998	827	DUP
Chr1	17559206	17559260	54	DEL
Chr1	17385852	17389825	3973	INS
Chr1	17574110	17574646	536	DUP
Chr1	17596590	17597165	575	TL
Chr1	17605548	17606135	587	DUP
Chr1	17605563	17606078	515	DUP
Chr1	17621613	17621958	345	DUP
Chr1	17621956	17622152	196	DUP
Chr1	17624834	17627407	2573	DUP
Chr1	17632429	17633015	586	DEL
Chr1	17639369	17639472	103	DUP
Chr1	17659560	17660319	759	DUP
Chr1	17660418	17660508	90	DEL
Chr1	17665028	17666250	1222	TL
Chr1	17667335	17667615	280	DEL
Chr1	17681490	17681889	399	DEL
Chr1	17709574	17710775	1201	DUP
Chr1	17720958	17721716	758	DUP
Chr1	17554139	17554205	66	INS
Chr1	17762063	17762156	93	DEL
Chr1	17812542	17813879	1337	DUP
Chr1	17813122	17813882	760	DUP
Chr1	17899962	17900153	191	DEL
Chr1	18002178	18007260	5082	TL
Chr1	18013162	18018117	4955	DUP
Chr1	18017678	18018425	747	DUP
Chr1	18029189	18029242	53	DEL
Chr1	18058749	18058812	63	DEL
Chr1	17904136	17904193	57	INS
Chr1	18088201	18088631	430	DUP
Chr1	18095587	18096452	865	DUP
Chr1	17913055	17913111	56	INS
Chr1	18154497	18159235	4738	TL
Chr1	18154505	18163469	8964	DUP
Chr1	18154506	18163470	8964	DUP
Chr1	18157396	18157750	354	DUP
Chr1	18159239	18163469	4230	TL
Chr1	18160722	18163468	2746	DUP
Chr1	18164944	18165115	171	DUP
Chr1	18066249	18071668	5419	INS
Chr1	18300573	18301148	575	TL
Chr1	18386407	18386744	337	DUP
Chr1	18386410	18386932	522	DUP
Chr1	18386410	18387487	1077	DUP
Chr1	18414466	18414534	68	DEL
Chr1	18548074	18548399	325	TL
Chr1	18548086	18548390	304	DUP
Chr1	18553123	18553624	501	DUP
Chr1	18600096	18600180	84	DEL
Chr1	18601251	18601648	397	DUP
Chr1	18632141	18632947	806	DUP
Chr1	18632742	18632948	206	TL
Chr1	18632945	18633188	243	DUP
Chr1	18633203	18633797	594	DUP
Chr1	18721774	18722847	1073	DUP
Chr1	18744960	18745505	545	DUP
Chr1	18745364	18747045	1681	TL
Chr1	18790104	18790329	225	DUP
Chr1	18790338	18790862	524	DUP
Chr1	18790915	18791334	419	DUP
Chr1	18791336	18791754	418	DUP
Chr1	18791754	18792865	1111	DUP
Chr1	18648214	18649043	829	INS
Chr1	18821708	18823258	1550	DUP
Chr1	18850201	18854880	4679	DUP
Chr1	18850203	18854887	4684	TL
Chr1	18721728	18721854	126	INS
Chr1	18740835	18743342	2507	INS
Chr1	18955988	18956250	262	DUP
Chr1	18962095	18971496	9401	TL
Chr1	18870186	18870248	62	INS
Chr1	18967014	18970818	3804	DUP
Chr1	18967014	18971497	4483	DUP
Chr1	18969795	18971496	1701	DUP
Chr1	18971063	18971496	433	DUP
Chr1	18971063	18971500	437	DUP
Chr1	19026881	19027592	711	TL
Chr1	19054415	19055571	1156	DUP
Chr1	19055591	19056565	974	DUP
Chr1	19061964	19062923	959	DUP
Chr1	19061965	19064592	2627	DUP
Chr1	19062923	19063764	841	DUP
Chr1	19063794	19064606	812	DUP
Chr1	19085099	19086844	1745	DUP
Chr1	19145625	19145984	359	DUP
Chr1	19146129	19148391	2262	DUP
Chr1	19172060	19173793	1733	DUP
Chr1	19172060	19173803	1743	DUP
Chr1	19226342	19226600	258	TL
Chr1	19234147	19234596	449	TL
Chr1	19234148	19234596	448	DUP
Chr1	19234789	19235712	923	DUP
Chr1	19236091	19236384	293	TL
Chr1	19236384	19236804	420	DUP
Chr1	19237026	19237400	374	DUP
Chr1	19246341	19249372	3031	TL
Chr1	19290345	19292787	2442	DUP
Chr1	19308021	19308084	63	DEL
Chr1	19372469	19373166	697	DUP
Chr1	19374634	19377977	3343	DUP
Chr1	19379928	19380104	176	DUP
Chr1	19380345	19380744	399	TL
Chr1	19390638	19391080	442	TL
Chr1	19392185	19394333	2148	DUP
Chr1	19430386	19431393	1007	DUP
Chr1	19465089	19466946	1857	DUP
Chr1	19466109	19466952	843	DUP
Chr1	19496296	19498168	1872	DEL
Chr1	19555793	19555843	50	DEL
Chr1	19603160	19603511	351	DEL
Chr1	19577151	19577394	243	DUP
Chr1	19675548	19680346	4798	DUP
Chr1	19721711	19722455	744	DUP
Chr1	19721720	19722457	737	DUP
Chr1	19725048	19725920	872	DUP
Chr1	19728520	19729991	1471	DUP
Chr1	19729993	19730258	265	DUP
Chr1	19730255	19730832	577	DUP
Chr1	19731889	19736584	4695	DUP
Chr1	19741522	19742144	622	DUP
Chr1	19588530	19588601	71	INS
Chr1	19769023	19769573	550	DUP
Chr1	19769024	19769573	549	TL
Chr1	19795846	19795962	116	DEL
Chr1	19686106	19687285	1179	INS
Chr1	19855304	19855402	98	INS
Chr1	19859750	19859862	112	INS
Chr1	20042350	20042417	67	DEL
Chr1	20119500	20122730	3230	DUP
Chr1	20122731	20130985	8254	DUP
Chr1	20154063	20154314	251	DUP
Chr1	20009560	20009617	57	INS
Chr1	20166668	20167552	884	DUP
Chr1	20167318	20167556	238	DUP
Chr1	20190839	20190907	68	INS
Chr1	20174352	20175026	674	DUP
Chr1	20475912	20477921	2009	DUP
Chr1	20475912	20477921	2009	DUP
Chr1	20508836	20509424	588	DUP
Chr1	20513679	20514507	828	DUP
Chr1	20677374	20678143	769	DUP
Chr1	20703911	20704225	314	DUP
Chr1	20704224	20704578	354	TL
Chr1	20823623	20827036	3413	DUP
Chr1	20826393	20827039	646	TL
Chr1	20827039	20827227	188	DUP
Chr1	20831231	20831283	52	DEL
Chr1	20938869	20945894	7025	INV
Chr1	20973725	20974282	557	DUP
Chr1	20979443	20980832	1389	DUP
Chr1	21038193	21038806	613	DUP
Chr1	20968367	20968939	572	INS
Chr1	21105257	21105819	562	DUP
Chr1	21125438	21125793	355	DUP
Chr1	20988223	20988278	55	INS
Chr1	21127982	21128872	890	DUP
Chr1	21131784	21132097	313	DUP
Chr1	21168959	21169112	153	DEL
Chr1	21072413	21072499	86	INS
Chr1	21162179	21162231	52	INS
Chr1	21268449	21270715	2266	DUP
Chr1	21269610	21271499	1889	DUP
Chr1	21271119	21273008	1889	DUP
Chr1	21272628	21274517	1889	DUP
Chr1	21278705	21280616	1911	DUP
Chr1	21280236	21282148	1912	DUP
Chr1	21281768	21283680	1912	DUP
